review,sentiment
"The only real highlight in the movie is the death of the sniveling guy and the reaction of the surviving characters to it.<br /><br />In every other way, this film is a very lame rip-off of Jaws, Lake Placid, and Alligator, with a little bit of Godzilla (1998) thrown in.<br /><br />As is standard for a 1990's-style horror movie, the two non-starring females each take their clothes off at least once. The female lead doesn't, since she obviously has a better agent. <br /><br />The whole movie surrounds the filming of a really dumb extreme sport called blood surfing, in which surfers cut themselves and surf in shark-infested waters. In this film, a giant salt-water crocodile also happens to be in the area. People get eaten. The movie ends.<br /><br />I don't mind a bad horror movie, but I really hate a dull bad horror movie, which this definitely is.",negative
i was like watching it right and i was all like oh this is so totally awesome-full and then i was all like ya quite good indeed so i really enjoyed all the amazing dangers and all the British people and i think that the doctor is very a good doctor in his way of doing such wonderful doctor-y things and he was a very strange man and i was like maybe i won't like this guy because hes a new doctor and i like the old doctor thats not this guy but then i watched him and i was like oh this is awesome and i liked it so then i watched and enjoyed the great evil enemies and the great conquering of the evil guys and the happy doctor who is quite scary and happy looking,positive
"I had completely forgotten about ""Midnight Madness"" until just now when I found it while surfing the IMDB. Now, it's all coming back to me....<br /><br />It was one of Naughton's first movies (as well as Fox's) and sharp-eyed connoisseurs will also pick out Kaplan (Henry from TV's ""Alice""), Fiedler (he does the voice of Piglet in the ""Winnie the Pooh"" cartoons) and Blocker (son of Dan ""Hoss"" Blocker from TV's ""Bonanza"").<br /><br />But the two that stand out in my mind are Furst (from ""Animal House"") and the superdude himself - Eddie Deezen. Furst plays a baddie this time out and has one of the best scenes when he asks his dad, ""Why can't you just accept me for who I am?"" His dad looks over his obese, slovenly frame and gives a simple, one-word response - ""Yuck!""<br /><br />And Deezen... well, he's a show in himself. As a latter-day Jerry Lewis he stumbles around, wades through mini-golf ponds, puts melon halves on his ears and ends up having Maggie Roswell fall for him. My hero.<br /><br />As for the film, it's typical early-'80s stupidity with college kids staying up after curfew and going on a city-wide scavenger hunt to prove which division of students is the best on campus: the jocks, the nerds, the rich kids, the feminists or the group made up of a little of each. <br /><br />Who wins? Who cares, you'll have a lot of fun watching Disney Pictures' first foray into PG territory before creating Touchstone Pictures.<br /><br />Seven stars. Catch ""Midnight Madness"" any way you can!<br /><br />Long live Leon!",positive
"There is a reason to call this a teen flick. Out of 100 possible points I would put it somewhere in the teens. It is predictable, the acting is horrible, especially the minor roles, and above all else it is super predictable. The ending is so hokey that I should have left early and maybe it would have passed. By the way, could you call the male lead a pervert? I bet if it really happened, someone in my school district would have said so. Finally, in the school I grew up in, even though the average class had over 1000 students, we could have picked out a chump like Josie as being a fraud and we would have singled her out of the crowd. My final word is save your time, when it comes on TV watch something better, like the stock quotes.",negative
"It's too bad these guys, the so-called judges, are such jerks, even the nominally ""sensitive"" ones. It's the self-congratulatory tone that really makes me sick though; these guys don't have any perspective on their behaviour. I think the real problem, though, is the quality of the contestants. Not a single smooth or truly charming one in the lot. They pick the most pathetic girls out of the crowd because they're the only ones these guys have a chance with. Let's see some real players trying for a truly unattainable girl, and maybe you have a show. Otherwise, you have a revolting half-hour of self-love. And real sexual tension takes two.",negative
"What a mess--and I'm not referring to the ""destruction"" in the title. I could go on about the hackneyed plot, the lousy effects, the (actually notable) cast grimacing as they deliver the worst lines of their careers, etc. I'll just say there weren't any palm trees in Chicago the last time I checked, and leave it at that.<br /><br />Hmmm...need ten lines to get this posted on IMDb.. OK, well, I think a DVD release with outtakes could be interesting. Maybe Dennehy will reveal what favor got called in for him to appear in this thing. Maybe Dianne Weist will show us the bag of money it must have taken to get her involved. Maybe CBS execs will apologize...",negative
"Being an unrelenting non-stop over-the-top explosive melodrama, this movie is one of the worst action flicks ever produced, and utterly unbelievable in every way. The pace is constantly fever-pitched, and all the action and the actors are gripped by total hysteria. It is nigh unwatchable, and a stain - nay, a blotch - on the careers of everyone involved.<br /><br />The wildly exaggerated attempt at excitement undermines itself, resulting in a movie where you just go ""Come on!"" all the time. The setting and the events are impossible to take even remotely seriously. I can only rate this abomination a 1 out of 10.<br /><br />If you want to see a good asteroid movie, see Deep Impact, which is intense, sensitive and thoroughly engrossing. Everything Armageddon is not.",negative
"I agree with most of the Columbo fans that this movie was an unnecessary change of format. Columbo is a unique cop with unorthodox police methods. This movie looks like a remake of any other ordinary detective dramas from the past. And that is the disturbing point, because Columbo is no ordinary detective.<br /><br />There are two parts in this film that left me intriguing. First, I can't figure out the title of this movie. It is misleading. Maybe a better title would've been ""The Vanishing Bride"" or something similar. Second, Columbo hides a piece of evidence without offering the reason (to the viewers at least) why he does it.<br /><br />I don't feel betrayed, just disappointed. I'm glad Peter Falk went back to the usual Columbo.<br /><br />",negative
"Yes, this movie was just hilarious and the acting was top notch from the whole cast. Except Shelley Winters German accent wasn't that great but then that doesn't matter as she is hardly in the film. So if you're a fan of hers beware! The two main stars of this film are Laurence Harvey and Julie Harris. Now before this film, I'd only see Miss Harris in East of Eden with James Dean and I own an audio tape of The Glass Menagerie that she did on stage with Monty Clift and Jessica Tandy, so I wasn't sure how she'd be in this role and BOY, did she impress me. How hammy was she? I love ham! ;-) Mr. Harvey, he tickled my fancy! I am now a full time Laurence Harvey fan! That hair!!! *cackles* OMG! It's almost like Burt Lancasters, that crazy messy look, it doesn't get better than that. He is young and so innocent in this film. SEE IT NOW! It's definitely in my top ten! :) I am SO glad I found a copy that is all mine! Unfortunately this movie is out of print and very hard to find on video. :(<br /><br />Btw, watch out for the hospital hotel room scene!!!!! It's one of the best parts! Or when Mr. Harvey has convinced himself he's ill and he's trying to get his knee to kick, you know how Doctors do with that little rubber hammer ;-) Well he does it himself and his leg kicks and it kicks the table *squeals* Check out the look on his face, so innocent!!!! I can't describe it but to all those people who say he couldn't act very well and other cockamamie comments, see this film and you will see what a GREAT actor he really was. You'll be bowled over! If you aren't, then I'm afraid there is nothing I can do for you, you're hopeless. ;-)",positive
"What a terrible film. It sucked. It was terrible. I don't know what to say about this film but DinoCrap, which I stole from some reviewer with a nail up his ass. AHAHAHAHAHHAHAHAHAHAHAHAHAHAHHAHAHAHAHAHAHAH!!!!!!!!!!!!!!!!!!! sigh.. It's not Roger Corman that I hate, it's this god-awful movie. Well, really? But what can you expect from a movie with Homoeric computer graphics. Which is another thing, the CGI sucked out loud; I hate this movie dreadfully. This is without a doubt the worst Roger Corman B-Movie, and probably the gayest B-Movie too. It's-it's--- DINOCRAP! I'm sorry, I must have offended some nerds in these moments. It's just an awful movie... 0/1,000",negative
"I normally am a glutton for poor movies, but this thing stunk.<br /><br />Do not watch this movie.<br /><br />Terrible effects and very little humour, what the hell was the point of making this movie? No gore to speak of and no acting to speak of.<br /><br />I could only manage 45 minutes of this rat dropping of a movie, and that is rare for me.<br /><br />Something positive to say about this drivel? cover art was OK, I am pretty sure the movie has a ending too, even tho I did not make it to it.<br /><br />The rats were unorganized and blew their lines constantly,they lacked intensity and seemed just to be going through the paces for their paycheque. The actors were worse.",negative
"The whole point of making this film, one of the earliest and best international color releases of cinematic opera, was to make it more accessible to the masses. And it succeeded admirably in doing so. The general public would not sit still for a love story about two young exotic lovers in ancient Egypt if played by the typical 300 pound over 40 tenor and soprano with the vocal equipment to sing the glorious music properly. Hence the visual substitution of the beautiful principals (a young Loren, handsome Della Marra, and a slinky Ms. Maxwell)who make the story much more believable, giving those not familiar with the plot or the music a better chance at being wooed into the lovely arias who otherwise might not be. Altogether, an enchanting introduction to one of Verdi's great works. I remember seeing this when I was in junior high school and it certainly awakened my interest in opera, a form with which I was then not well acquainted. I still regard this film fondly and would recommend it highly to those who might appreciate the great music accompanied by better than average visuals. Luciano Della Marra was a standout as Radames, and unfortunately for audiences did not appear in any other films.",positive
"""Cat In The Brain"" is a series of extremely violent sequences knitted together by a plot that feels more like an overview, describing director Lucio Fulci's most notorious years of film-making. The movie could also be seen as a dark comedy of sorts, effectively spoofing the various claims that violent cinema causes violence in real life. Fulci goes further than that, he casts himself as the star, the central figure of the film thus showing the audience who is the man behind all the cinematic gore. ""Cat in The Brain"" is not about presenting a clear story and following it. Instead it pokes fun at some of the clichés that have been surrounding the horror genre for years.<br /><br />Lucio Fulci plays himself as a horror director struggling to keep his humanity intact. Years of violent film making have finally began to reach him. It starts slowly, steaks and meat in general begin to disgust him, his colleagues assure Fulci that all he needs is some rest. But that doesn't help and soon the grotesque ideas for his movies begin to overwhelm his daily thoughts. In an attempt to find a cure for his dangerously maddening mental state Lucio starts going to the local psychiatrist. Unfortunately that does more wrong than good and Fulci is thrown into an even bigger mess, as the psychiatrist turns out to be a psychopath, who mimics the murders from Fulci's films in real life.<br /><br />The film retains all the trademarks of Italian splatter cinema, good or bad they are all here. So any comments about the acting or the technical aspects and budget constrains are quite irrelevant as to the quality of the film. It is a visual experience, no doubts about it. Fulci throws in an incredible amount of violence easily surpassing pretty much everything he's made. Amputated by chainsaw limbs, cannibalism, child murder, decapitation, these are just some of the many grotesque acts witnessed in ""Cat In The Brain"". Some of them are obviously recycled from a few the director's less profile movies but they don't stand out of the context, and actually feel quite at home here. As I noted before the movie exists much better as a satire of the genre rather than a serious piece. The way some of the violence is presented does help establish that idea. Such sequences shortly after climax are rejected by the reality in the film, as they are revealed to be actually scenes inside a movie that Fulci's character is directing. This sort of ""film in film"" presentation lessens somewhat the impact of the gore. But in no way does it make it an easy to watch film. Oh no this is far beyond and above the levels of gore found in mainstream horror, and gorehounds will in no doubt be satisfied with that fact.<br /><br />Lucio Fulci was a very polarized figure. People either hate his work or love it. ""Cat in the Brain"" won't convince any of Fulci's detractors in the opposite but it is nevertheless an interesting part of his filmography. One that fans should really check out.",positive
"This has to be some of the worst direction I've seen. The close-up can be a very powerful shot, but when every scene consists of nothing but close-ups, it loses all its impact. <br /><br />Tony Scott has some very beautiful scenery to work with, the backdrops of Mexico, the cantinas, the beautiful estate where Anthony Quinn lives, and the dusty towns Costner rolls through on his journey for revenge. Unfortunately we only catch quick glimpses of these places before the camera cuts to a picture of a big, giant head. Even the transition scenes where Costner is driving alone across Mexico quickly cut to a close-up. <br /><br />The score is over-dramatic and intrusive, dictating every emotion we should feel. The story itself should have been handled much better. Among other things, too many people pop up out of nowhere to help Costner along - it's just bad writing. <br /><br />It's a typical thriller storyline, but many others have taken the same premise and done outstanding things with it. Costner's No Way Out had a somewhat similar storyline, but it was a much better movie. <br /><br />The ending was completely anticlimactic and suffered from the most melodramatic scoring of the film. This movie was never going to be great, but if we saw more of Mexico and less of giant heads this film might have been watchable.",negative
"If you want to be cynical and pedantic you could point out that the opening where a RAF Lancaster bomber is mortally wounded on the 2nd of May 1945 is somewhat unlikely since German air defences were as lively as Adolph Hitler on that day but this isn't a movie that should be viewed by a cynical audience and I guess a character being killed in literally the last hours of the war adds to the poignancy . In fact you'd have to have survived the second world war to fully appreciate the intellect , beauty and soul of Powell and Pressburger's masterpiece . The scenes of heaven are painfully twee when viewed today ? Again you have to view the movie of the context when it was made . RAF bomber command lost 58,000 men during the war , the same number that America lost in 'Nam but during a shorter period and a far , far smaller pool of active combatants , there's no atheists in a fox hole and I doubt if you'd lost a relative during the conflict you'd view material atheism as being a sensible thing . When Richar Attenborough's young pilot looks down in awe at the sight below him many war heroes must have openly wept at this scene as they remembered much missed comrades who didn't survive the war . Also bare in mind that despite losing several million people from 1939-45 there seems to be very few people from Germany passing through the pearly gates . it's obvious Nazis don't go to heaven <br /><br />The plot itself where dashing young pilot Peter Carter arguing for his life in front of a celestial court wouldn't have had much appeal to me if it wasn't for the subtext , you see A MATTER OR LIFE AND DEATH is a highly political and visionary film that laments the end of the British empire as it's replaced by American ambitions . There's little things that show up the film as being made by people aware of American history and culture . One is the ethnic mix of America , even today many Britons think that the USA is overwhelmingly composed of White Anglo Saxon Protestants when in fact only 51% of Americans are "" White European "" . The film rightly contains a scene where a multitude of different races confess "" I am an American "" as Peter is judged by Abraham Farlan , an Anglophobe who was the first revolutionary killed by British forces in The American War Of Independence . As for the "" special relationship "" between Britain and America - What special relationship ? Powell and Pressburger know their history when it comes to Britain and America . They obviously know their future too <br /><br />So remember to watch this movie with some of your mind in the past and some of your mind in the present . It's strange , beautiful , poignant and clever but most of all it's a film that would never ever work if it were made in the last 40 years . Can you imagine if the story was set in 2003 and revolved around a British soldier killed in Iraq ?",positive
"It is a shame that a movie with such a good cinematography as this one had no plot to be supported by the work of Sarah Cawley (cinematography) and Adam Lichtenstein (Film Editing), and above all, no sense of what goes on in Mexico City. The movie tries to be a very realistic depiction of life in city, but it is unable to do it. It is a shame, a lot of film wasted. An American woman tries to find her brother who has been kidnaped. The first account of the story is powerful and interesting, very realistic, but it seems that there was no effort to come with a better narrative of the ordeal, especially when it comes to the issue of the attitudes of the US embassy personnel in Mexico City, when dealing with an issue like this one. Compare, as an example, with Frantic(1988), which deals with a similar issue. Something similar can be said of the role of local authorities. Compare, as an example, with Todo el Poder (1999). The movie is worth watching if you want to get a sense of the looks of the City itself, paying little or no attention to the rather weak ""plot"" and the many twists that require a rather extensive suspension of disbelief. Who is going to believe that a Mexican patrol from Mexico City is going to go all the way to catch the main characters to the Mexico-US border? And that this policeman is going to be able to use its radio from the border to Mexico City! Only the producers of this movie. It is worth mentioning that unlike Frida and other movies about Mexico at least in these one Mexicans talk Spanish.",negative
"To be frank, this is probably the best version in my book as a sound movie version of the Jazz Singer. The 1927 version is really a silent movie despite its build-up as the first talkie.<br /><br />Danny Thomas is a great comedian, and he sings very well. He does the Jewish stuff with feeling. Peggy Lee is great and any film that has her is always entertaining. Allan Joslyn is not too entertaining and we could have done without him. One question: since when do Cantors live in such luxurious houses???",positive
"If you are in to bad movies for the entertainment of witnessing bad movies, bad acting, bad production etc..aka Mystery Science Theater 3000 quality....you will love Pacific Inferno. Jim Brown will be forever remembered as one of the greatest football players to ever play the game...as an actor he will forever be remembered as one of the greatest football players to ever play the game... I am not sure who Rolf Bayer was...but I am hoping he was 15 or 16 years old when he directed this, perhaps he may have been the next Spielberg in the making...because if he was a grown man directing this...a 15 or 16 year old could have done better.... The basis or plot for the movie probably had some historical merit and maybe even truthfully accurate...but the actual film may be one of worst movies made in American film history...I kept waiting for Lee Marvin, William Holden or Charles Bronson to pop in to somehow save whatever ""face"" was left of this film. I would have loved to have been at the red carpet, black tie gala for the Hollywood opening when this movie previewed...as this movie had to have many a viewer laughing and cringing under their breath... it is on the dime DVD racks now....look for it for entertainment value...this movie is so bad it is too good to pass up...",negative
"This tender beautifully crafted production delved deep down bitter sweet into my being. The irreverent pupils, the life embittered bus driver and the teachers personalities present a subliminal debate as the story unveils. The adult characters all seem familiar, my teachers, my bus driver, each one of their opinions so plausible and well known. When a key incident happens on the bus we are sent on a circuit of viewpoints. All the time the babble of teenage energy is only just kept under control by the organisers of the trip. Mr Harvey is experiencing much pain throughout . He reminds me of war damaged teachers I did not understand when I was an irreverent pupil.<br /><br />Rhidian Brook and the producers deserve much acclaim for this well shaped British film. The acting unblemished, the scenes appropriate, it should be widely available yet does not seem to have been given the right opportunity.",positive
"Of course the plot, script, and, especially casting are strong in the film. So many fine things to see. One aspect I liked especially is the idea of the antagonist--Luzhini's (Turturro's)--ex-mentor working his evil on the sidelines. His chess opponent--an Italian dandy in three piece and cane--turns out to be a real gent, and a truly fine chess player. To his credit the ""opponent"" nobly goes along with the plan at the end to complete the final game for the championship posthumously (Luzhin has taken a flyer out a window--sad, but so releasing to him)by way of the unstable genius' widow (Emily Watson.) In death, then, because of the gallantry of an honorable chess master, Luzhin's defence (which he worked out in a late moment of lucidity) is allowed to be played. The Italian gent commends the play and calls it brilliant. Talk about a dramatic ""end game!""",positive
"I got subjected to this pile one Wednesday afternoon when my mother-in-law was watching it. I can't get over someone basically doing a remake of a crappy high budget Hollywood flop (""the CORE"" with washed up actors like Luke Perry). If the HIGH budget one flopped, what makes people think doing the SAME movie 2 years later with NO budget would go anywhere? I was laughing through most of the movie because of how insanely similar it was (in fact I am shocked it's not held up in Legal rather than airing on TV), and how it was basically the script of the CORE just redone badly, which if you have seen ""the Core"", you know why doing it worse is funny, since the CORE was ALREADY so bad it was funny.<br /><br />If you enjoy getting a laugh out of REALLY bad movies, this one will be right up your alley. The only thing I can say, is that I wish Luke Perry was able to have a career, because he isn't a horrible actor.. he just lands horrible roles. Crappy made for TV movies that will only run on daytime television is pretty much one step closer to the end for him, if it wasn't for 90210 he would have a career.",negative
"Dad (78) and I (46) both had a good time watching the flick today. For a guy primarily known for serious roles, De Niro is a heckuva comic actor. Of course, it helps to have his past film images to play against. Consider that one of those roles, 15 MINUTES, was a cop having to deal with the interference of the mass media, and you have an interesting set of compare/contrast performances.<br /><br />Murphy plays another of his Axel Foley sort of characters. Shatner plays a burlesque of himself, a parallel world self who was best known for TJ HOOKER and not STAR TREK.<br /><br />It's interesting to watch how the film comments on the contrasts between the reality of police work and its fictional counterparts in TV and film. Shatner lectures on the proper means of sliding across a car hood; De Niro points out holsters scratch the hood finish. Ironically, as the film progresses, De Niro's character begins to incorporate the illusions of TV-cop reality into the real world case he's working.<br /><br />The film draws its inspiration from a gamut of sources, so one could make the comment it is derivative. Well, so what? Satire needs to derive its humor in order to exist. And besides, the film does have quirky moments of originality. For example, I'm reasonably sure the method of the villain's death has never been done before. <br /><br />One quibble about the reality of the weapons involved-- shouldn't those guns have had some kind of recoil? In order to penetrate steel, those bullets had to have enough inertia to penetrate. And any bullet's highest level of inertia is at the moment of firing. So.... firing a volley of these tank-killer bullets should have driven the shooters back onto their butts. Oh, what the heck... it's a satire. Maybe the guns' lack of recoil is itself a satire on the B-F-Guns used so casually in thrillers. <br /><br />",positive
"Who were they kidding with this? There was just too much in this film that was hard to digest. Right from when Arjun (Ajay Devgan) unknowingly wishes death on his father to when he arrives in London with his uncle(played by Om Puri) only to abandon him minutes later. The only problem with that theory is that anybody who has ever passed through London Heathrow knows that such a fête would be impossible to pull off and especially not by an Indian. But the film problems do not end there, there's the issue of the two main leads (Salman Khan and Ajay Devgan) passing as rock-stars on the verge of achieving their dreams. I mean yeah we saw success come to Susan Boyle (a woman in the UK achieving her dreams after age 50) but that was a rare case. It was really hard for me to suspend my disbelief because I felt that the casting of Salman and Ajay was just ill-conceived. They would never cast Madhuri Dixit and Sridevi to play the same roles so why should we be forced to watch Ajay Devgan and Salman Khan (men well into their 40s) prance around desperately trying to hang on to their 20s? Let's not even talk about the most self-conscious actress on screen today, Asin. This is her second film (that I have seen) and she is just hopeless as an actress, so conscious of her looks that she only concerns herself with looking good and voguing for the camera rather than giving in a good acting performance. It's just hard to believe that she turned down all those other movie roles to star in this fluff and then be so fluffy as an actress, nothing to write home about at all. And to top all of that, the film just boringly dragged on. There's nothing special about it at all, trust me you will predict every clichéd thing that is going to happen in it.",negative
"This is the last time I rent a video without checking in at the IMDB reviews. The Limey is directed by Steven Soderbergh who also wrote wrote the truly awful Nightwatch with Ewan Macgregor and directed such trash as Out of Sight with the anti-talented Jennifer Lopez. Terence Stamp is a fine actor and it is a shame he involved himself in such a bad film. There is frequent confusing editing that seems like it was a last minute decision in order to make up for the lack or story, filming and just plain common sense. This film does everything wrong. What were they thinking?",negative
"When Jean seduces the young gardener for the sole purpose of annoying her husband little does she realise the explosive drama that is to follow.<br /><br />The short scenario does not waste a word or a frame in this brief interlude in the day of a dysfunctional family. The lives of the father, mother and son are all linked in some way with the gardener. It's this fact that makes the script so intriguing.<br /><br />For such a short film the production is every bit as professional as any major work and the casting is ideal.<br /><br />A wonderful little film that can guarantee a few laughs from beginning to end.",positive
"I'll be honest-- the pimped out purple plane with Snoop Dogg at the helm is an amusing visual gag. It would have been a decent concept for a 30 second commercial, or maybe a 3 minute music video. But the producers have committed the age-old concept comedy sin of stretching 30 seconds of material into an hour and a half of film, and the results are predictably lame. The remainder of the 89 minutes are filled with the typical gamut of racist and sexist humor and fart jokes, offensive and-- worst of all-- painfully unfunny. The threadbare plot screams under the weight of its contrivances. Best to be avoided unless you are drunk or stoned.",negative
"Jonathan Demme's directorial debut for Roger Corman's legendary exploitation outfit New World Pictures rates highly as one of the finest chicks-in-chains 70's grindhouse classics to ever grace celluloid. Beauteous Russ Meyer starlet Eric (""Vixen,"" ""Beyond the Valley of the Dolls"") Gavin gives a robust, winning performance as a brassy, resilient new fish who does her best to persevere in a grimy, hellish penitentiary. The always fabulous Barbara Steele offers a deliciously wicked portrayal as the mean, crippled, sexually frustrated warden (her erotic dream about doing a slow, steamy striptease in front of the lady inmates is a real dilly). Longtime favorite 70's B-movie actress Roberta (""The Arousers,"" ""Unholy Rollers"") Collins delivers a hilariously raunchy and endearing turn as a cheerfully forward, foul-mouthed kleptomaniac felon who tells a gut-busting dirty joke about Pinnochio. Lynda Gold (a.k.a. Crystin Sinclaire of Tobe Hooper's ""Eaten Alive"" and Curtis Harrington's ""Ruby"") makes her lively film debut as uninhibited wildcat Crazy Alice. And the ever-cuddly Cheryl ""Rainbeaux"" Smith does a lovely, touching reprise of her fragile frightened innocent role from ""Lemora: A Child's Tale of the Supernatural."" <br /><br />Although this picture does deliver the expected ample amount of coarse language, nudity, rape and violence, it's still by no means a typically crass and sexist piece of lurid mindless filth; the movie very effectively explores the many ways in which men cruelly exploit women and strongly asserts the pro-feminist notion that women can overcome any obstacles if they band together into a group so they can bravely face their misogynistic oppressors as one mighty fighting force. Demme's zesty, confidant direction comes through with a glorious abundance of astutely observed incidental details and delightful moments of engagingly quirky human behavior. Furthermore, both Tak Fujimoto's vibrant cinematography and John Cale's marvelously dolorous oddball blues score are 100% on the money excellent. Patrick Wright (Sheriff Mack in the uproariously awful cheap-rubber-monster-suit creature feature howler ""Track of the Moonbeast"") has a sidesplitting bit as a jerky cop who has his car stolen by a trio of prison escapees when he stops at a gas station to use the bathroom. Lively, rousing and immensely enjoyable, ""Caged Heat"" qualifies as absolutely essential viewing for 70's drive-in movie fans.",positive
"First, what is really great about this movie: <br /><br />- Ryan Reynolds, great acting! There are very few actors I really like and for now he is one of them. He has an amazing skill to impersonate characters. <br /><br />- The soundtrack! Very good music played at the right time. <br /><br />- The idea of a nine lost in his own world, incapable of leaving. <br /><br />Still, I give it only a 3 out of 10 for certain flaws: <br /><br />- Horrible second part. It seems that the director was very eager to make something new, but despite of the efforts it was really boring <br /><br />- Very annoying character Melissa. I couldn't stand the scenes with her - i.e. it was constantly annoying. She represents everything that is wrong with American woman. <br /><br />- Terrible explanation of the numbers. The director was so busy with character development, that he completely missed the point of a good story.. excuse me koalas? brr... terrible!<br /><br />This movie had great potential. The filming is nicely done, the music is really good, but nothing more.<br /><br />See it only if you are a fan of Ryan Reynolds, or have a lot of time to spare.",negative
"I loved this movie. To be very fair, the movie starts off very slowly, with none of the characters being terribly sympathetic. It continues in this way for a good half of the film.<br /><br />But, if you're patient, you'll be greatly rewarded. What the first half of the movie lacks in character development and/or sympathy is adequately compensated for in the second half. It's a bit like riding a roller coaster - a slow, uphill climb to strat off with, and then speed, twists and turns, and a few surprises.<br /><br />As usual, Meryl Streep is wonderful. She is the finest actress of our time. William Hurt is good, if a bit wooden in spots. Renee Zellweger does a very good job, showing that her performance in Jerry McGuire wasn't a fluke.",positive
"Licence fees to watch this trash, And pay for it with hard-earned cash? Humourless, no hint of laughter, God knows how it won a BAFTA! <br /><br />We've now been subjected to ""Eastenders"" for twenty years. When, oh when is the Great British public going to see this awful soap for what it is? Crass Pap! This programme no more depicts reality in the East End of London than everyday life in Beirut, and never has done.<br /><br />The Eastenders I know (the real ones) are kind, courageous, hardworking and loyal. And one of their greatest attributes is humour. It was the Eastenders who went through the worst of the London blitz and still stuck two fingers up to Hitler. And what do we see on our screens for five days of the week (including an omnibus)? Nothing but a bunch of moaning, wailing, ""dead from the neck up"" wimps, who seem to do little else than sit in a pub all day sniping at each other. What a great advert for Britain that is!! Do the writers actually believe this garbage they're pumping out? Obviously the woolly-minded section of the public does, but then I've heard that apparently anyone can be brainwashed into believing anything.",negative
"This film is worthwhile despite what you may hear. The performance of Marie Dressler (I hope I am spelling it right) as a drunken old sot is reason enough to see this film. It is an amazing performance. She is in a drunken stupor in three scenes for a good long while and she never does the same thing twice. You can actually smell the alcohol when she is done. Amazing. And Greta of course speaks her first lines on film and shes great. The Eugene O'Neill story is solid and like most O'Neill stories, very deep and intense. This is not light entertainment but if you appreciate those great character actors from the 30's and 40's you will like it. Some of the film is technically fuzzy but all in all worthwhile.",positive
"I loved this show. I used to actually leave the pub ten minutes before closing and run down the road to catch it. I remember Daniel Peacock's sketch about Gandhi in the newsagents as a masterpiece. The set design and lighting were out of this world, creating an atmosphere that you felt you were actually living in. V unusual for a comedy.<br /><br />Unfortunately I have only encountered one other person (apart from the other reviewer here) who ever knew that this programme existed. In fact I have to thank the IMDb for coming into existence and proving to me that I hadn't in fact imagined the whole series in a drunken haze, which I was seriously starting to believe!",positive
"I watched Love Life on holiday, when it was filmed at a film festival in Florida. It was a lovely surprise to find a British film that wasn't derivative or exploitive. A beautiful romantic comedy for a change that will charm the pants of audiences prepared to sit back and enjoy the gentle pace of the film. The transitions between scenes I found a bit distracting, but as whole I think Love Life is a winner, a ruby in the dust. One for all the family. A pleasant change to see a British film for teen audiences that isn't littered with four letter words. Try and see it.",positive
"Soul Calibur is more solid than it ever was... with the new character creation, and the bad-ass chronicle of the sword mode on the home version.<br /><br />The arcade version is more complete, even though the character roster is smaller than the home version, this version is definitely the more pretty of the two, eliminating all of the ""goofy/unrealistic"" fighting styles found in the home version. If you were in any way disappointed with the home version, or perhaps thought it was ""too much,"" you might find a much more likable and straight forward game of Soul Calibur in the arcade. Think you have what it takes to become a Legend?",positive
"An example of genius filmaking. The epic story of three major stages of life for a young boy told with eloquence and raw fearlessness. Rarely does a film come along that causes me to out loud say during most of the viewing, ""this is a really good film...."" again and again. That is exactly what happened when I watched this film. I really do not understand how anyone could not like it. I found myself at moments crying and laughing at the very same moment, unable to control how I felt about the scene. The acting is outstanding. Eric Mabius- why is he not all over movie screens? He was really extraordinary. His seemingly effortless attempt on the screen impacted me in deep visceral ways. I thank him. In my opinion, Eric Schaeffer is one of the best filmakers around, and I hope he continues to rise to the challenges that he faces while trying to give us art in the face of ferocious commercial filmaking.<br /><br />",positive
"1989 was already a year in where Eddie Murphy wasn't that longer hot and started making movies that soon would be forgotten. Funnily enough, it was also the year in where Murphy directed his first film, but it also would be the first and last experiment. ""Harlem nights"" wasn't exactly what you can call a success even if it was great to see the two best black comedians together namely Murphy and Richard Pryor. Don't blame it on the actors as they all played their roles like you expected them do, even if you have to face (again) the typical Murphy-laugh. The worst thing from ""Harlem nights"" are both the scenario and its terrible decors. Everything is set in the roaring twenties and everybody has their profit from the forbidden clubs. Sugar Ray (Pryor) and his adopted son Quickie (Murphy) are gathering easily 10000 dollar per day but of course soon the mob and the corrupt police come around the corner to claim their part of the cookie. Sugar and Quickie aren't guys who give their money for free and have their own plans. You can watch ""Harlem Nights"" that's for sure, but if you puke from the moment you hear the name Murphy you better avoid as after all this movie is nothing but a lame excuse to see some good jokes.",negative
